"","ensembl_gene_id","ensembl_transcript_id","chromosome_name","percentage_gc_content","entrezgene","hgnc_symbol","hgnc_transcript_name","strand","band","transcript_length"
"2560","ENSG00000104755","ENST00000265708","8",35.02,2515,"ADAM2","ADAM2-001",-1,"p11.22",2672
"2564","ENSG00000134007","ENST00000256389","14",37.22,8748,"ADAM20","ADAM20-001",-1,"q24.2",2795
"2565","ENSG00000139985","ENST00000603540","14",39.73,8747,"ADAM21","ADAM21-001",1,"q24.2",2658
"2567","ENSG00000235812","ENST00000529267","14",45.22,145241,"ADAM21P1","ADAM21P1-001",-1,"q24.2",2170
"2569","ENSG00000008277","ENST00000398204","7",37.29,53616,"ADAM22","ADAM22-003",1,"q21.12",9334
"2581","ENSG00000114948","ENST00000264377","2",38.27,8745,"ADAM23","ADAM23-001",1,"q33.3",6327
"2585","ENSG00000042980","ENST00000265769","8",35.71,10863,"ADAM28","ADAM28-001",1,"p21.2",7052
"2609","ENSG00000168594","ENST00000359240","4",35.73,101928551,"ADAM29","ADAM29-201",1,"q34.1",3325
"2623","ENSG00000134249","ENST00000369400","1",43.81,11085,"ADAM30","ADAM30-001",-1,"p12",2963
"2631","ENSG00000197140","ENST00000518259","8",37.69,203102,"ADAM32","ADAM32-007",1,"p11.22",6871
"2637","ENSG00000149451","ENST00000356518","20",61.2,80332,"ADAM33","ADAM33-001",-1,"p13",3677
"2643","ENSG00000197475","ENST00000490268","8",34.99,1587,"ADAM3A","ADAM3A-005",-1,"p11.22",2627
"2649","ENSG00000233988","ENST00000452053","14",48.31,8755,"ADAM6","ADAM6-001",-1,"q32.33",1842
"2651","ENSG00000069206","ENST00000175238","8",36.76,8756,"ADAM7","ADAM7-001",1,"p21.2",3367
"2654","ENSG00000151651","ENST00000445355","10",63.74,101,"ADAM8","ADAM8-001",-1,"q26.3",3279
"2667","ENSG00000168615","ENST00000487273","8",37.5,8754,"ADAM9","ADAM9-001",1,"p11.22",3839
"2678","ENSG00000134028","ENST00000538205","8",36.35,27299,"ADAMDEC1","ADAMDEC1-201",1,"p21.2",2438
"2679","ENSG00000154734","ENST00000284984","21",45.12,9510,"ADAMTS1","ADAMTS1-001",-1,"q21.3",5191
"2711","ENSG00000142303","ENST00000270328","19",54.58,81794,"ADAMTS10","ADAMTS10-201",-1,"p13.2",4230
"2712","ENSG00000151388","ENST00000504830","5",40.43,81792,"ADAMTS12","ADAMTS12-002",-1,"p13.2",8774
"2719","ENSG00000260099","ENST00000563979","HG79_PATCH",55.15,11093,"ADAMTS13","ADAMTS13-001",1,"q34.2",4934
"2735","ENSG00000138316","ENST00000373208","10",52.87,140766,"ADAMTS14","ADAMTS14-001",1,"q22.1",5269
"2737","ENSG00000166106","ENST00000299164","11",51.66,170689,"ADAMTS15","ADAMTS15-001",1,"q24.3",5669
"2739","ENSG00000145536","ENST00000274181","5",42.24,170690,"ADAMTS16","ADAMTS16-001",1,"p15.32",4979
"2742","ENSG00000140470","ENST00000268070","15",46.62,170691,"ADAMTS17","ADAMTS17-001",-1,"q26.3",6207
"2752","ENSG00000140873","ENST00000282849","16",39.76,170692,"ADAMTS18","ADAMTS18-001",-1,"q23.1",5913
"2760","ENSG00000145808","ENST00000274487","5",34.94,171019,"ADAMTS19","ADAMTS19-001",1,"q23.3",5234
"2764","ENSG00000087116","ENST00000251582","5",53.87,9509,"ADAMTS2","ADAMTS2-001",-1,"q35.3",6754
"2769","ENSG00000173157","ENST00000389420","12",35.33,80070,"ADAMTS20","ADAMTS20-001",-1,"q12",6076
"2773","ENSG00000156140","ENST00000286657","4",35.77,9508,"ADAMTS3","ADAMTS3-001",-1,"q13.3",5822
"2776","ENSG00000158859","ENST00000367996","1",51.48,9507,"ADAMTS4","ADAMTS4-001",-1,"q23.3",9773
"2779","ENSG00000154736","ENST00000284987","21",38.23,11096,"ADAMTS5","ADAMTS5-001",-1,"q21.3",9056
"2780","ENSG00000049192","ENST00000381055","5",35.91,11174,"ADAMTS6","ADAMTS6-007",-1,"q12.3",7311
"2789","ENSG00000136378","ENST00000388820","15",56.03,11173,"ADAMTS7","ADAMTS7-001",-1,"q25.1",5490
"2795","ENSG00000134917","ENST00000257359","11",53.31,11095,"ADAMTS8","ADAMTS8-001",-1,"q24.3",4010
"2798","ENSG00000163638","ENST00000498707","3",40.09,56999,"ADAMTS9","ADAMTS9-001",-1,"p14.1",7464
"2806","ENSG00000241684","ENST00000460833","3",39.93,100507098,"ADAMTS9-AS2","ADAMTS9-AS2-003",1,"p14.1",3691
"2810","ENSG00000178031","ENST00000380548","9",39.36,92949,"ADAMTSL1","ADAMTSL1-012",1,"p22.2",8030
"2825","ENSG00000197859","ENST00000393061","9",59.43,100996396,"ADAMTSL2","ADAMTSL2-002",1,"q34.2",4270
"2830","ENSG00000156218","ENST00000286744","15",39.81,57188,"ADAMTSL3","ADAMTSL3-001",1,"q25.2",7336
"2842","ENSG00000143382","ENST00000271643","1",60.07,54507,"ADAMTSL4","ADAMTSL4-201",1,"q21.3",4197
"2844","ENSG00000185761","ENST00000330475","19",60.93,339366,"ADAMTSL5","ADAMTSL5-001",-1,"p13.3",2851
"2857","ENSG00000105963","ENST00000265846","7",60.61,11033,"ADAP1","ADAP1-001",-1,"p22.3",2363
"2875","ENSG00000184060","ENST00000330889","17",48.03,55803,"ADAP2","ADAP2-001",1,"q11.2",2934
"2884","ENSG00000160710","ENST00000368474","1",45.35,103,"ADAR","ADAR-001",-1,"q21.3",6620
"2906","ENSG00000197381","ENST00000539173","21",45.43,104,"ADARB1","ADARB1-202",1,"q22.3",7027
"2908","ENSG00000185736","ENST00000381312","10",47.72,105,"ADARB2","ADARB2-001",-1,"p15.3",3606
"2915","ENSG00000205696","ENST00000421697","10",52,642394,"ADARB2-AS1","ADARB2-AS1-002",1,"p15.3",637
"2919","ENSG00000065457","ENST00000566445","16",44.65,23536,"ADAT1","ADAT1-002",-1,"q23.1",2768
"2927","ENSG00000189007","ENST00000606514","6",38.36,134637,"ADAT2","ADAT2-003",-1,"q24.2",6651
"2930","ENSG00000213638","ENST00000329478","19",60.31,113179,"ADAT3","ADAT3-001",1,"p13.3",1618
"2946","ENSG00000142920","ENST00000484656","1",45.93,113451,"ADC","ADC-008",1,"p35.1",5848
"2961","ENSG00000063761","ENST00000555217","14",47.63,57143,"ADCK1","ADCK1-005",1,"q24.3",3560
"2962","ENSG00000133597","ENST00000072869","7",50.51,90956,"ADCK2","ADCK2-001",1,"q34",2377
"2967","ENSG00000163050","ENST00000366779","1",49.11,56997,"ADCK3","ADCK3-004",1,"q42.13",5523
"2979","ENSG00000123815","ENST00000324464","19",52.66,79934,"ADCK4","ADCK4-001",-1,"q13.2",2443
"3000","ENSG00000261694","ENST00000566603","HG243_PATCH",57.52,203054,"ADCK5","ADCK5-003",1,"q24.3",2027
"3014","ENSG00000164742","ENST00000297323","7",47.64,107,"ADCY1","ADCY1-001",1,"p12.3",12503
"3019","ENSG00000143199","ENST00000367848","1",41.76,55811,"ADCY10","ADCY10-002",-1,"q24.2",5055
"3028","ENSG00000078295","ENST00000489501","5",40.92,108,"ADCY2","ADCY2-002",1,"p15.31",9908
"3030","ENSG00000138031","ENST00000260600","2",50.99,109,"ADCY3","ADCY3-001",-1,"p23.3",5050
"3046","ENSG00000129467","ENST00000554577","14",54.43,196883,"ADCY4","ADCY4-007",-1,"q12",5276
"3063","ENSG00000173175","ENST00000462833","3",51.27,111,"ADCY5","ADCY5-001",-1,"q21.1",7311
"3075","ENSG00000174233","ENST00000307885","12",54.35,112,"ADCY6","ADCY6-002",-1,"q13.12",6464
"3084","ENSG00000121281","ENST00000394697","16",54.43,113,"ADCY7","ADCY7-001",1,"q12.1",6213
"3098","ENSG00000155897","ENST00000286355","8",40.56,114,"ADCY8","ADCY8-001",-1,"q24.22",5938
"3102","ENSG00000162104","ENST00000294016","16",47.21,115,"ADCY9","ADCY9-001",-1,"p13.3",7725
"3109","ENSG00000141433","ENST00000579794","18",52.82,116,"ADCYAP1","ADCYAP1-003",1,"p11.32",3346
"3112","ENSG00000078549","ENST00000304166","7",51.88,117,"ADCYAP1R1","ADCYAP1R1-001",1,"p14.3",6487
"3133","ENSG00000087274","ENST00000506157","4",44.84,118,"ADD1","ADD1-007",1,"p16.3",5179
"3147","ENSG00000075340","ENST00000264436","2",44.81,119,"ADD2","ADD2-001",-1,"p13.3",9267
"3177","ENSG00000148700","ENST00000277900","10",38.65,120,"ADD3","ADD3-002",1,"q25.1",4337
"3198","ENSG00000118492","ENST00000493950","6",35.78,79747,"ADGB","ADGB-007",1,"q24.3",6779
"3208","ENSG00000187758","ENST00000209668","4",35.55,124,"ADH1A","ADH1A-001",-1,"q23",1499
"3211","ENSG00000196616","ENST00000305046","4",35.81,125,"ADH1B","ADH1B-001",-1,"q23",4072
"3216","ENSG00000248144","ENST00000515683","4",35.59,126,"ADH1C","ADH1C-001",-1,"q23",1740
"3220","ENSG00000198099","ENST00000508393","4",37.53,127,"ADH4","ADH4-002",-1,"q23",2151
"3232","ENSG00000197894","ENST00000296412","4",40.38,128,"ADH5","ADH5-001",-1,"q23",2612
"3244","ENSG00000172955","ENST00000394897","4",37.38,130,"ADH6","ADH6-002",-1,"q23",3337
"3253","ENSG00000196344","ENST00000437033","4",37.02,131,"ADH7","ADH7-001",-1,"q23",2516
"3262","ENSG00000147576","ENST00000424777","8",43.02,137872,"ADHFE1","ADHFE1-002",1,"q13.1",2229
"3279","ENSG00000182551","ENST00000382093","2",44.71,55256,"ADI1","ADI1-002",-1,"p25.3",3870
"3281","ENSG00000182035","ENST00000470147","20",50.47,149685,"ADIG","ADIG-003",1,"q11.23",772
"3287","ENSG00000181092","ENST00000412955","3",43.88,9370,"ADIPOQ","ADIPOQ-201",1,"q27.3",4635
"3288","ENSG00000159346","ENST00000340990","1",44.28,51094,"ADIPOR1","ADIPOR1-001",-1,"q32.1",2177
"3295","ENSG00000006831","ENST00000357103","12",39.4,79602,"ADIPOR2","ADIPOR2-001",1,"p13.33",4018
"3303","ENSG00000156110","ENST00000372734","10",37.42,132,"ADK","ADK-003",1,"q22.2",2083
"3311","ENSG00000148926","ENST00000528655","11",60.01,133,"ADM","ADM-002",1,"p15.4",1889
"3315","ENSG00000128165","ENST00000395738","22",63.64,79924,"ADM2","ADM2-001",1,"q13.33",4276
"3320","ENSG00000101126","ENST00000396029","20",41.67,23394,"ADNP","ADNP-002",-1,"q13.13",6234
"3323","ENSG00000101544","ENST00000262198","18",41.82,22850,"ADNP2","ADNP2-001",1,"q23",5393
"3328","ENSG00000181915","ENST00000373783","10",48.19,84890,"ADO","ADO-001",1,"q21.3",3723
"3330","ENSG00000163485","ENST00000367236","1",48.14,134,"ADORA1","ADORA1-001",1,"q32.1",3407
"3343","ENSG00000128271","ENST00000337539","22",59.24,135,"ADORA2A","ADORA2A-001",1,"q11.23",2569
"3349","ENSG00000170425","ENST00000582124","17",49.86,136,"ADORA2B","ADORA2B-002",1,"p12",1875
"3357","ENSG00000121933","ENST00000241356","1",41.45,140,"ADORA3","ADORA3-010",-1,"p13.2",1884
"3365","ENSG00000159322","ENST00000562621","15",43.53,83440,"ADPGK","ADPGK-004",-1,"q24.1",4576
"3375","ENSG00000144843","ENST00000478399","3",46.24,141,"ADPRH","ADPRH-001",1,"q13.33",4546
"3382","ENSG00000153531","ENST00000356501","13",53.83,113622,"ADPRHL1","ADPRHL1-001",-1,"q34",1872
"3385","ENSG00000116863","ENST00000373178","1",55.16,54936,"ADPRHL2","ADPRHL2-001",1,"p34.3",1668
"3393","ENSG00000120907","ENST00000380573","8",41.26,148,"ADRA1A","ADRA1A-008",-1,"p21.2",2548
"3400","ENSG00000170214","ENST00000306675","5",43.85,147,"ADRA1B","ADRA1B-001",1,"q33.3",1738
"3401","ENSG00000171873","ENST00000379453","20",51.59,146,"ADRA1D","ADRA1D-001",-1,"p13",2677
"3402","ENSG00000150594","ENST00000280155","10",59.81,150,"ADRA2A","ADRA2A-001",1,"q25.2",3869
"3403","ENSG00000222040","ENST00000409345","2",60.71,151,"ADRA2B","ADRA2B-001",-1,"q11.1",3278
"3405","ENSG00000184160","ENST00000330055","4",69.68,152,"ADRA2C","ADRA2C-002",1,"p16.3",2127
"3406","ENSG00000043591","ENST00000369295","10",57.51,153,"ADRB1","ADRB1-001",1,"q25.3",2862
"3407","ENSG00000169252","ENST00000305988","5",50.61,154,"ADRB2","ADRB2-001",1,"q32",2041
"3408","ENSG00000188778","ENST00000345060","8",59.22,155,"ADRB3","ADRB3-001",-1,"p11.23",2943
"3413","ENSG00000173020","ENST00000416281","11",61.02,156,"ADRBK1","ADRBK1-002",1,"q13.2",4493
"3424","ENSG00000100077","ENST00000324198","22",40.55,157,"ADRBK2","ADRBK2-001",1,"q12.1",9103
"3427","ENSG00000130706","ENST00000253003","20",64.09,11047,"ADRM1","ADRM1-001",1,"q13.33",1371
"3436","ENSG00000239900","ENST00000423176","22",44.97,158,"ADSL","ADSL-009",1,"q13.1",3073
"3438","ENSG00000035687","ENST00000366535","1",38.3,159,"ADSS","ADSS-001",-1,"q44",2780
"3445","ENSG00000185100","ENST00000557582","14",60.75,122622,"ADSSL1","ADSSL1-004",1,"q32.33",2600
"3454","ENSG00000111863","ENST00000414691","6",43.46,84830,"ADTRP","ADTRP-001",-1,"p24.1",2058
"3464","ENSG00000106624","ENST00000223357","7",62.7,165,"AEBP1","AEBP1-001",1,"p13",4081
"3476","ENSG00000139154","ENST00000266508","12",40.33,121536,"AEBP2","AEBP2-003",1,"p12.3",3620
"3485","ENSG00000181026","ENST00000557927","15",51.46,64782,"AEN","AEN-002",1,"q26.1",5039
"3487","ENSG00000104964","ENST00000592414","19",60.37,166,"AES","AES-006",-1,"p13.3",3274
"3505","ENSG00000196526","ENST00000420658","4",46.39,60312,"AFAP1","AFAP1-202",-1,"p16.1",7768
"3507","ENSG00000272620","ENST00000608442","4",52.91,84740,"AFAP1-AS1","AFAP1-AS1-001",1,"p16.1",6795
"3509","ENSG00000157510","ENST00000296721","5",46.32,134265,"AFAP1L1","AFAP1L1-001",1,"q32",4177
"3515","ENSG00000169129","ENST00000369271","10",48.26,84632,"AFAP1L2","AFAP1L2-001",-1,"q25.3",3964
"3526","ENSG00000172493","ENST00000307808","4",41.19,4299,"AFF1","AFF1-001",1,"q21.3",9390
"3532","ENSG00000155966","ENST00000370460","X",38.84,2334,"AFF2","AFF2-001",1,"q28",13746
"3542","ENSG00000144218","ENST00000409236","2",41.63,3899,"AFF3","AFF3-001",-1,"q11.2",9407
"3558","ENSG00000072364","ENST00000265343","5",40.42,27125,"AFF4","AFF4-001",-1,"q31.1",9552
"3583","ENSG00000223959","ENST00000454997","16",50.98,172,"AFG3L1P","AFG3L1P-012",1,"q24.3",3327
"3585","ENSG00000141385","ENST00000588893","18",44.7,10939,"AFG3L2","AFG3L2-004",-1,"p11.21",3367
"3588","ENSG00000079557","ENST00000226355","4",36.24,173,"AFM","AFM-001",1,"q13.3",2032
"3590","ENSG00000183077","ENST00000409257","17",51.08,125061,"AFMID","AFMID-005",1,"q25.3",1730
"3607","ENSG00000081051","ENST00000395792","4",34.51,174,"AFP","AFP-001",1,"q13.3",2484
"3613","ENSG00000119844","ENST00000498706","2",37.27,54812,"AFTPH","AFTPH-004",1,"p14",4674
"3619","ENSG00000038002","ENST00000264595","4",39.89,175,"AGA","AGA-001",-1,"q34.3",2107
"3627","ENSG00000157985","ENST00000304032","2",47.33,116987,"AGAP1","AGAP1-001",1,"q37.2",10832
"3636","ENSG00000151303","ENST00000444431","10",40.61,NA,"AGAP11","AGAP11-001",1,"q23.2",4560
"3637","ENSG00000135439","ENST00000328568","12",57.88,116986,"AGAP2","AGAP2-003",-1,"q14.1",4464
"3665","ENSG00000133612","ENST00000473633","7",57.73,116988,"AGAP3","AGAP3-008",1,"q36.1",3751
"3666","ENSG00000188234","ENST00000448048","10",41.11,101060581,"AGAP4","AGAP4-001",-1,"q11.22",2439
"3686","ENSG00000172650","ENST00000443782","10",41.99,101060581,"AGAP5","AGAP5-001",-1,"q22.2",2430
"3705","ENSG00000204149","ENST00000374056","10",40.81,101060581,"AGAP6","AGAP6-201",1,"q11.23",2703
"3720","ENSG00000204169","ENST00000374095","10",40.81,653268,"AGAP7","AGAP7-001",-1,"q11.23",2420
"3722","ENSG00000174194","ENST00000602930","10",39.4,728404,"AGAP8","AGAP8-006",-1,"q11.23",2803
"3735","ENSG00000198035","ENST00000453919","10",41.23,642517,"AGAP9","AGAP9-201",1,"q11.22",2410
"3738","ENSG00000166748","ENST00000441037","15",39.04,123624,"AGBL1","AGBL1-001",1,"q25.3",3508
"3744","ENSG00000165923","ENST00000525123","11",44.9,79841,"AGBL2","AGBL2-001",-1,"p11.2",3577
"3766","ENSG00000146856","ENST00000458078","7",36.82,340351,"AGBL3","AGBL3-202",1,"q33",3767
"3768","ENSG00000186094","ENST00000416121","1",39.05,84871,"AGBL4","AGBL4-002",-1,"p33",3938
"3775","ENSG00000084693","ENST00000487078","2",48.47,60509,"AGBL5","AGBL5-001",1,"p23.3",3261
"3788","ENSG00000206320","ENST00000462045","HSCHR6_MHC_QBL",56.63,177,"AGER","AGER-003",-1,"p21.32",1597
"3918","ENSG00000173744","ENST00000310078","2",37.09,3267,"AGFG1","AGFG1-001",1,"q36.3",8668
"3927","ENSG00000106351","ENST00000300176","7",49.83,3268,"AGFG2","AGFG2-001",1,"q22.1",4796
"3932","ENSG00000164252","ENST00000312916","5",39.02,55109,"AGGF1","AGGF1-001",1,"q13.3",4509
"3935","ENSG00000006530","ENST00000355413","7",39.59,55750,"AGK","AGK-001",1,"q34",3849
"3960","ENSG00000162688","ENST00000294724","1",36.47,178,"AGL","AGL-004",1,"p21.2",7446
"3965","ENSG00000116771","ENST00000375826","1",49.63,79814,"AGMAT","AGMAT-001",-1,"p36.21",2500
"3966","ENSG00000187546","ENST00000342526","7",34.99,392636,"AGMO","AGMO-001",-1,"p21.2",2475
"3972","ENSG00000206324","ENST00000399825","HSCHR6_MHC_QBL",50.59,10554,"AGPAT1","AGPAT1-006",-1,"p21.32",2496
"4044","ENSG00000169692","ENST00000371696","9",62.68,10555,"AGPAT2","AGPAT2-001",-1,"q34.3",1512
"4054","ENSG00000160216","ENST00000398063","21",51.71,56894,"AGPAT3","AGPAT3-004",1,"q22.3",5767
"4066","ENSG00000026652","ENST00000320285","6",45.36,56895,"AGPAT4","AGPAT4-001",-1,"q26",7865
"4074","ENSG00000155189","ENST00000285518","8",38.61,55326,"AGPAT5","AGPAT5-001",1,"p23.1",3682
"4083","ENSG00000158669","ENST00000396987","8",45.7,137964,"AGPAT6","AGPAT6-001",1,"p11.21",6298
"4094","ENSG00000138678","ENST00000395226","4",40.09,84803,"AGPAT9","AGPAT9-001",1,"q21.23",2631
"4099","ENSG00000018510","ENST00000264167","2",36.02,8540,"AGPS","AGPS-001",1,"q31.2",7764
"4102","ENSG00000106541","ENST00000419304","7",38.42,10551,"AGR2","AGR2-001",-1,"p21.1",1778
"4110","ENSG00000173467","ENST00000310398","7",35.19,155465,"AGR3","AGR3-001",-1,"p21.1",749
"4114","ENSG00000188157","ENST00000379370","1",65.71,375790,"AGRN","AGRN-001",1,"p36.33",7323
"4124","ENSG00000159723","ENST00000290953","16",60.42,181,"AGRP","AGRP-001",-1,"q22.1",764
"4125","ENSG00000135744","ENST00000366667","1",53.69,183,"AGT","AGT-001",-1,"q42.2",2291
"4127","ENSG00000135049","ENST00000357081","9",36.66,23287,"AGTPBP1","AGTPBP1-004",-1,"q21.33",4393
"4142","ENSG00000144891","ENST00000542281","3",37.38,185,"AGTR1","AGTR1-203",1,"q24",2412
"4145","ENSG00000180772","ENST00000371906","X",33.69,186,"AGTR2","AGTR2-001",1,"q23",2882
"4151","ENSG00000177674","ENST00000491346","1",54.37,57085,"AGTRAP","AGTRAP-007",1,"p36.22",1116
"4164","ENSG00000172482","ENST00000470255","2",61.68,189,"AGXT","AGXT-002",1,"q37.3",2638
"4165","ENSG00000113492","ENST00000231420","5",42.34,64902,"AGXT2","AGXT2-001",-1,"p13.2",2364
"4171","ENSG00000153207","ENST00000366508","1",38.75,25909,"AHCTF1","AHCTF1-001",-1,"q44",8751
"4180","ENSG00000101444","ENST00000538132","20",50.38,191,"AHCY","AHCY-006",-1,"q11.22",2366
"4184","ENSG00000168710","ENST00000369799","1",40.97,10768,"AHCYL1","AHCYL1-001",1,"p13.3",4015
"4190","ENSG00000158467","ENST00000325006","7",39.97,23382,"AHCYL2","AHCYL2-012",1,"q32.1",5056
"4208","ENSG00000126705","ENST00000374011","1",56.39,27245,"AHDC1","AHDC1-201",-1,"p36.11",6438
"4209","ENSG00000135541","ENST00000367800","6",36.31,54806,"AHI1","AHI1-008",-1,"q23.3",5921
"4232","ENSG00000124942","ENST00000378024","11",50.05,79026,"AHNAK","AHNAK-005",-1,"q12.3",18787
"4236","ENSG00000185567","ENST00000555122","14",57.28,113146,"AHNAK2","AHNAK2-002",-1,"q32.33",18335
"4240","ENSG00000106546","ENST00000242057","7",34.56,196,"AHR","AHR-002",1,"p21.1",6276
"4246","ENSG00000063438","ENST00000316418","5",52.27,57491,"AHRR","AHRR-001",1,"p15.33",5661
"4257","ENSG00000100591","ENST00000216479","14",46.04,10598,"AHSA1","AHSA1-001",1,"q24.3",1402
"4272","ENSG00000173209","ENST00000394457","2",44.61,130872,"AHSA2","AHSA2-001",1,"p15",6574
"4280","ENSG00000145192","ENST00000411641","3",47.65,197,"AHSG","AHSG-001",1,"q27.3",1711
"4283","ENSG00000169877","ENST00000302312","16",52.13,51327,"AHSP","AHSP-001",1,"p11.2",524
"4286","ENSG00000111732","ENST00000229335","12",41.42,57379,"AICDA","AICDA-001",-1,"p13.31",2819
"4294","ENSG00000186063","ENST00000474863","1",38.46,64853,"AIDA","AIDA-002",-1,"q41",4050
"4303","ENSG00000237727","ENST00000459762","HSCHR6_MHC_COX",53.97,199,"AIF1","AIF1-006",1,"p21.33",1180
"4345","ENSG00000126878","ENST00000372309","9",53.81,83543,"AIF1L","AIF1L-201",1,"q34.12",3515
"4352","ENSG00000156709","ENST00000287295","X",42.98,9131,"AIFM1","AIFM1-001",-1,"q26.1",2260
"4358","ENSG00000042286","ENST00000307864","10",50.25,84883,"AIFM2","AIFM2-001",-1,"q22.1",3240
"4376","ENSG00000183773","ENST00000486003","22",59.24,150209,"AIFM3","AIFM3-006",1,"q11.21",2850
"4384","ENSG00000146416","ENST00000494282","6",39.67,51390,"AIG1","AIG1-007",1,"q24.2",3393
"4390","ENSG00000112297","ENST00000369066","6",40.14,202,"AIM1","AIM1-001",1,"q21",7544
"4394","ENSG00000176092","ENST00000527815","1",52.16,55057,"AIM1L","AIM1L-001",-1,"p36.11",2523
"4404","ENSG00000163568","ENST00000368130","1",40.1,9447,"AIM2","AIM2-001",-1,"q23.2",1529
"4410","ENSG00000164022","ENST00000394701","4",36.71,9255,"AIMP1","AIMP1-001",1,"q24",2586
"4412","ENSG00000106305","ENST00000223029","7",46.93,7965,"AIMP2","AIMP2-001",1,"p22.1",1225
"4417","ENSG00000110711","ENST00000279146","11",56.23,9049,"AIP","AIP-001",1,"q13.2",1221
"4422","ENSG00000129221","ENST00000381128","17",49.33,23746,"AIPL1","AIPL1-007",-1,"p13.2",2964
"4432","ENSG00000160224","ENST00000530812","21",63.87,326,"AIRE","AIRE-005",1,"q22.3",4306
"4441","ENSG00000196581","ENST00000378191","1",52.37,55966,"AJAP1","AJAP1-001",1,"p36.32",11666
"4443","ENSG00000129474","ENST00000262713","14",52.93,84962,"AJUBA","AJUBA-001",-1,"q11.2",4262
"4451","ENSG00000106992","ENST00000373176","9",60.17,203,"AK1","AK1-008",-1,"q34.11",2266
"4457","ENSG00000004455","ENST00000373449","1",46.32,204,"AK2","AK2-002",-1,"p35.1",3586
"4471","ENSG00000147853","ENST00000381809","9",41.48,50808,"AK3","AK3-002",-1,"p24.1",2736
"4481","ENSG00000162433","ENST00000395334","1",42.62,100507855,"AK4","AK4-201",1,"p31.3",6998
"4492","ENSG00000154027","ENST00000344720","1",39.61,26289,"AK5","AK5-002",1,"p31.1",3929
"4503","ENSG00000140057","ENST00000267584","14",44.18,122481,"AK7","AK7-001",1,"q32.2",3300
"4509","ENSG00000165695","ENST00000477396","9",47.94,158067,"AK8","AK8-002",-1,"q34.13",2465
"4522","ENSG00000121057","ENST00000481416","17",49.96,8165,"AKAP1","AKAP1-002",1,"q22",4089
"4531","ENSG00000108599","ENST00000225737","17",41.26,11216,"AKAP10","AKAP10-001",-1,"p11.2",4072
"4542","ENSG00000023516","ENST00000025301","13",36.45,11215,"AKAP11","AKAP11-001",1,"q14.11",9913
"4546","ENSG00000131016","ENST00000402676","6",43.87,9590,"AKAP12","AKAP12-202",1,"q25.1",8432
"4551","ENSG00000170776","ENST00000394518","15",39.92,11214,"AKAP13","AKAP13-004",1,"q25.3",13215
"4572","ENSG00000186471","ENST00000371431","X",46.85,158798,"AKAP14","AKAP14-004",1,"q24",977
"4580","ENSG00000197976","ENST00000474361","X",60.92,8227,"AKAP17A","AKAP17A-001",1,"p22.33",3232
"4583","ENSG00000241978","ENST00000374525","9",42.79,445815,"AKAP2","AKAP2-001",1,"q31.3",6866
"4602","ENSG00000111254","ENST00000545990","12",38.99,10566,"AKAP3","AKAP3-001",-1,"p13.32",3318
